n,epsilon,dd,hh,Qsc_MACRS,inv_C_start,inv_C_end,invC_sum,FOMS,FOMS_norm_n,FOMS_norm_ne,logQ,logInvC,logFOMS,logFOMS_norm_n,logFOMS_norm_ne
8,7,3.1250000000e-02,7.8125000000e-03,2.6575900000e-09,6.3617640350e+09,5.6838035364e+10,6.3199799399e+10,1.8983624000e-02,2.3729530000e-03,3.3899328571e-04,-1.7151024038e+01,1.0800715700e+01,-1.7216208766e+00,-2.6247108636e+00,-3.4698089036e+00
8,7,3.1250000000e-02,1.5625000000e-02,2.5404600000e-09,1.2570891603e+10,7.5839641651e+10,8.8410533254e+10,2.4266904000e-02,3.0333630000e-03,4.3333757143e-04,-1.7190175277e+01,1.0946504010e+01,-1.6149856279e+00,-2.5180756149e+00,-3.3631736549e+00
8,7,3.1250000000e-02,3.1250000000e-02,2.3210400000e-09,2.4641134789e+10,9.4886723862e+10,1.1952785865e+11,2.7385438000e-02,3.4231797500e-03,4.8902567857e-04,-1.7268634750e+01,1.1077469139e+01,-1.5624803086e+00,-2.4655702956e+00,-3.3106683356e+00
8,7,3.1250000000e-02,6.2500000000e-02,1.9946800000e-09,4.7857226771e+10,1.2232700000e+11,1.7018422677e+11,2.8797440000e-02,3.5996800000e-03,5.1424000000e-04,-1.7400253534e+01,1.1230919306e+01,-1.5406461179e+00,-2.4437361049e+00,-3.2888341449e+00
8,7,3.1250000000e-02,1.2500000000e-01,1.5546200000e-09,9.1503586858e+10,1.6521700000e+11,2.5672058686e+11,2.6387160000e-02,3.2983950000e-03,4.7119928571e-04,-1.7616751499e+01,1.1409460697e+01,-1.5786073496e+00,-2.4816973365e+00,-3.3267953766e+00
8,7,3.1250000000e-02,2.5000000000e-01,1.0782600000e-09,1.7151300000e+11,2.4103100000e+11,4.1254400000e+11,2.0398661000e-02,2.5498326250e-03,3.6426180357e-04,-1.7934553011e+01,1.1615470275e+01,-1.6903983394e+00,-2.5934883264e+00,-3.4385863664e+00
8,7,3.1250000000e-02,5.0000000000e-01,6.5305500000e-10,3.1163200000e+11,3.7217000000e+11,6.8380200000e+11,1.2402700000e-02,1.5503375000e-03,2.2147678571e-04,-1.8370100482e+01,1.1834930367e+01,-1.9064837610e+00,-2.8095737480e+00,-3.6546717880e+00
8,7,3.1250000000e-02,1.0000000000e+00,3.5048200000e-10,5.3596000000e+11,5.8294700000e+11,1.1189070000e+12,5.8453770000e-03,7.3067212500e-04,1.0438173214e-04,-1.8910668563e+01,1.2048793991e+01,-2.2331874736e+00,-3.1362774606e+00,-3.9813755006e+00
8,7,6.2500000000e-02,3.9062500000e-03,2.2916900000e-09,3.7656264650e+09,4.1152919905e+10,4.4918546370e+10,1.0032805000e-02,1.2541006250e-03,1.7915723214e-04,-1.7279688261e+01,1.0652425693e+01,-1.9985776287e+00,-2.9016676157e+00,-3.7467656557e+00
8,7,6.2500000000e-02,7.8125000000e-03,2.2438900000e-09,7.4642220480e+09,6.1303607417e+10,6.8767829465e+10,1.4725633000e-02,1.8407041250e-03,2.6295773214e-04,-1.7297996874e+01,1.0837385317e+01,-1.8319260274e+00,-2.7350160144e+00,-3.5801140544e+00
8,7,6.2500000000e-02,1.5625000000e-02,2.1425100000e-09,1.4712077115e+10,8.2375179130e+10,9.7087256245e+10,1.8953626000e-02,2.3692032500e-03,3.3845760714e-04,-1.7338154285e+01,1.0987162228e+01,-1.7223076933e+00,-2.6253976803e+00,-3.4704957203e+00
8,7,6.2500000000e-02,3.1250000000e-02,1.9549700000e-09,2.8726936846e+10,1.0408000000e+11,1.3280693685e+11,2.1586867000e-02,2.6983583750e-03,3.8547976786e-04,-1.7417719805e+01,1.1123220760e+01,-1.6658103842e+00,-2.5689003712e+00,-3.4139984112e+00
8,7,6.2500000000e-02,6.2500000000e-02,1.6744100000e-09,5.5452954942e+10,1.3466400000e+11,1.9011695494e+11,2.2668843000e-02,2.8336053750e-03,4.0480076786e-04,-1.7552276382e+01,1.1279020850e+01,-1.6445706454e+00,-2.5476606324e+00,-3.3927586724e+00
8,7,6.2500000000e-02,1.2500000000e-01,1.2914500000e-09,1.0529900000e+11,1.8240700000e+11,2.8770600000e+11,2.0407510000e-02,2.5509387500e-03,3.6441982143e-04,-1.7777844807e+01,1.1458948919e+01,-1.6902099820e+00,-2.5932999690e+00,-3.4383980090e+00
8,7,6.2500000000e-02,2.5000000000e-01,8.5068700000e-10,1.9533300000e+11,2.6256500000e+11,4.5789800000e+11,1.4092706000e-02,1.7615882500e-03,2.5165546429e-04,-1.8140460408e+01,1.1660768747e+01,-1.8510056082e+00,-2.7540955952e+00,-3.5991936352e+00
8,7,6.2500000000e-02,5.0000000000e-01,4.6278100000e-10,3.4917000000e+11,4.0010700000e+11,7.4927700000e+11,6.8246270000e-03,8.5307837500e-04,1.2186833929e-04,-1.8669248960e+01,1.1874642402e+01,-2.1659210800e+00,-3.0690110670e+00,-3.9141091070e+00
8,7,6.2500000000e-02,1.0000000000e+00,2.0616800000e-10,5.8919300000e+11,6.2077100000e+11,1.2099640000e+12,2.1872660000e-03,2.7340825000e-04,3.9058321429e-05,-1.9371557484e+01,1.2082772449e+01,-2.6600983979e+00,-3.5631883849e+00,-4.4082864249e+00
8,7,1.2500000000e-01,3.9062500000e-03,1.7476400000e-09,4.8792390680e+09,4.7130656864e+10,5.2009895932e+10,6.7558070000e-03,8.4447587500e-04,1.2063941071e-04,-1.7515096047e+01,1.0716085985e+01,-2.1703227659e+00,-3.0734127528e+00,-3.9185107929e+00
8,7,1.2500000000e-01,7.8125000000e-03,1.7096700000e-09,9.6415656590e+09,6.9937788650e+10,7.9579354309e+10,9.8925750000e-03,1.2365718750e-03,1.7665312500e-04,-1.7534175418e+01,1.0900800411e+01,-2.0046906485e+00,-2.9077806355e+00,-3.7528786755e+00
8,7,1.2500000000e-01,1.5625000000e-02,1.6228900000e-09,1.8915691255e+10,9.2918816680e+10,1.1183450794e+11,1.2526749000e-02,1.5658436250e-03,2.2369194643e-04,-1.7579421832e+01,1.1048575831e+01,-1.9021616245e+00,-2.8052516115e+00,-3.6503496515e+00
8,7,1.2500000000e-01,3.1250000000e-02,1.4710300000e-09,3.6636890517e+10,1.1781200000e+11,1.5444889052e+11,1.4213835000e-02,1.7767293750e-03,2.5381848214e-04,-1.7664756940e+01,1.1188784793e+01,-1.8472887303e+00,-2.7503787173e+00,-3.5954767573e+00
8,7,1.2500000000e-01,6.2500000000e-02,1.2361300000e-09,6.9973749227e+10,1.5251800000e+11,2.2249174923e+11,1.4458598000e-02,1.8073247500e-03,2.5818925000e-04,-1.7815871707e+01,1.1347313910e+01,-1.8398738170e+00,-2.7429638040e+00,-3.5880618440e+00
8,7,1.2500000000e-01,1.2500000000e-01,9.0721300000e-10,1.3079600000e+11,2.0500500000e+11,3.3580100000e+11,1.1754017000e-02,1.4692521250e-03,2.0989316071e-04,-1.8084581470e+01,1.1526081985e+01,-1.9298136855e+00,-2.8329036725e+00,-3.6780017125e+00
8,7,1.2500000000e-01,2.5000000000e-01,5.4310400000e-10,2.3674700000e+11,2.9345300000e+11,5.3020000000e+11,6.6510870000e-03,8.3138587500e-04,1.1876941071e-04,-1.8530233997e+01,1.1724439723e+01,-2.1771073713e+00,-3.0801973583e+00,-3.9252953983e+00
8,7,1.2500000000e-01,5.0000000000e-01,2.4635700000e-10,4.1143100000e+11,4.4590700000e+11,8.5733800000e+11,2.2129260000e-03,2.7661575000e-04,3.9516535714e-05,-1.9216870186e+01,1.1933152073e+01,-2.6550331086e+00,-3.5581230956e+00,-4.4032211356e+00
8,7,1.2500000000e-01,1.0000000000e+00,8.0729900000e-11,6.7152700000e+11,6.8628600000e+11,1.3578130000e+12,3.7635200000e-04,4.7044000000e-05,6.7205714286e-06,-2.0185931171e+01,1.2132839962e+01,-3.4244057717e+00,-4.3274957587e+00,-5.1725937987e+00
8,7,2.5000000000e-01,3.9062500000e-03,1.1809700000e-09,7.0756010850e+09,5.7207562298e+10,6.4283163383e+10,3.8129430000e-03,4.7661787500e-04,6.8088267857e-05,-1.7855522269e+01,1.0808097240e+01,-2.4187396870e+00,-3.3218296740e+00,-4.1669277140e+00
8,7,2.5000000000e-01,7.8125000000e-03,1.1472500000e-09,1.3915059650e+10,8.2272464954e+10,9.6187524604e+10,5.3841820000e-03,6.7302275000e-04,9.6146107143e-05,-1.7880683867e+01,1.0983118748e+01,-2.2688802682e+00,-3.1719702552e+00,-4.0170682952e+00
8,7,2.5000000000e-01,1.5625000000e-02,1.0768900000e-09,2.7063425167e+10,1.0803300000e+11,1.3509642517e+11,6.6629940000e-03,8.3287425000e-04,1.1898203571e-04,-1.7935657312e+01,1.1130643857e+01,-2.1763305778e+00,-3.0794205648e+00,-3.9245186048e+00
8,7,2.5000000000e-01,3.1250000000e-02,9.5603600000e-10,5.1685591420e+10,1.3683000000e+11,1.8851559142e+11,7.3279400000e-03,9.1599250000e-04,1.3085607143e-04,-1.8039051508e+01,1.1275347275e+01,-2.1350180953e+00,-3.0381080823e+00,-3.8832061223e+00
8,7,2.5000000000e-01,6.2500000000e-02,7.6541600000e-10,9.6841116860e+10,1.7706300000e+11,2.7390411686e+11,6.8246350000e-03,8.5307937500e-04,1.2186848214e-04,-1.8232204927e+01,1.1437598560e+01,-2.1659205709e+00,-3.0690105579e+00,-3.9141085979e+00
8,7,2.5000000000e-01,1.2500000000e-01,5.1412000000e-10,1.7536600000e+11,2.3884400000e+11,4.1421000000e+11,4.6562290000e-03,5.8202862500e-04,8.3146946429e-05,-1.8577871002e+01,1.1617220580e+01,-2.3319656686e+00,-3.2350556556e+00,-4.0801536956e+00
8,7,2.5000000000e-01,2.5000000000e-01,2.5821700000e-10,3.0607700000e+11,3.4513600000e+11,6.5121300000e+11,1.8466320000e-03,2.3082900000e-04,3.2975571429e-05,-1.9176030338e+01,1.1813723062e+01,-2.7336196429e+00,-3.6367096299e+00,-4.4818076699e+00
8,7,2.5000000000e-01,5.0000000000e-01,8.7001000000e-11,5.0943900000e+11,5.2615400000e+11,1.0355930000e+12,3.3336800000e-04,4.1671000000e-05,5.9530000000e-06,-2.0120951511e+01,1.2015189106e+01,-3.4770760904e+00,-4.3801660774e+00,-5.2252641174e+00
8,7,2.5000000000e-01,1.0000000000e+00,1.6021500000e-11,7.9236000000e+11,7.9596200000e+11,1.5883220000e+12,1.7339400000e-05,2.1674250000e-06,3.0963214286e-07,-2.1590593652e+01,1.2200938551e+01,-4.7609659346e+00,-5.6640559216e+00,-6.5091539616e+00
8,7,5.0000000000e-01,3.9062500000e-03,7.0896300000e-10,1.1395661259e+10,7.2605655940e+10,8.4001317199e+10,1.7956410000e-03,2.2445512500e-04,3.2065017857e-05,-1.8298752859e+01,1.0924286096e+01,-2.7457804869e+00,-3.6488704739e+00,-4.4939685139e+00
8,7,5.0000000000e-01,7.8125000000e-03,6.7987100000e-10,2.2194623839e+10,1.0007900000e+11,1.2227362384e+11,2.4036570000e-03,3.0045712500e-04,4.2922446429e-05,-1.8335146967e+01,1.1087332784e+01,-2.6191275057e+00,-3.5222174927e+00,-4.3673155327e+00
8,7,5.0000000000e-01,1.5625000000e-02,6.2160200000e-10,4.2550340747e+10,1.2865400000e+11,1.7120434075e+11,2.8133690000e-03,3.5167112500e-04,5.0238732143e-05,-1.8412975194e+01,1.1233514772e+01,-2.5507733023e+00,-3.4538632893e+00,-4.2989613293e+00
8,7,5.0000000000e-01,3.1250000000e-02,5.2567800000e-10,7.9534987115e+10,1.6320800000e+11,2.4274298712e+11,2.8528000000e-03,3.5660000000e-04,5.0942857143e-05,-1.8558560396e+01,1.1385146692e+01,-2.5447286742e+00,-3.4478186612e+00,-4.2929167012e+00
8,7,5.0000000000e-01,6.2500000000e-02,3.8326300000e-10,1.4382300000e+11,2.1255200000e+11,3.5637500000e+11,2.2263160000e-03,2.7828950000e-04,3.9755642857e-05,-1.8833006211e+01,1.1551907230e+01,-2.6524131925e+00,-3.5555031795e+00,-4.4006012195e+00
8,7,5.0000000000e-01,1.2500000000e-01,2.1775600000e-10,2.5009000000e+11,2.9456100000e+11,5.4465100000e+11,1.0983630000e-03,1.3729537500e-04,1.9613625000e-05,-1.9324059739e+01,1.1736118305e+01,-2.9592541054e+00,-3.8623440924e+00,-4.7074421324e+00
8,7,5.0000000000e-01,2.5000000000e-01,8.1468300000e-11,4.1640600000e+11,4.3575800000e+11,8.5216400000e+11,2.4054000000e-04,3.0067500000e-05,4.2953571429e-06,-2.0178022692e+01,1.1930523183e+01,-3.6188126934e+00,-4.5219026804e+00,-5.3670007204e+00
8,7,5.0000000000e-01,5.0000000000e-01,1.5296200000e-11,6.5657800000e+11,6.6088600000e+11,1.3174640000e+12,1.3109700000e-05,1.6387125000e-06,2.3410178571e-07,-2.1630832893e+01,1.2119738757e+01,-4.8824072465e+00,-5.7854972335e+00,-6.6305952735e+00
8,7,5.0000000000e-01,1.0000000000e+00,9.1349500000e-13,9.5899500000e+11,9.5919600000e+11,1.9181910000e+12,6.8075400000e-08,8.5094250000e-09,1.2156321429e-09,-2.4078587651e+01,1.2282891849e+01,-7.1670097981e+00,-8.0700997851e+00,-8.9151978251e+00
8,7,1.0000000000e+00,3.9062500000e-03,3.8688100000e-10,1.9737024289e+10,9.3376408078e+10,1.1311343237e+11,7.2003900000e-04,9.0004875000e-05,1.2857839286e-05,-1.8824845197e+01,1.1053514181e+01,-3.1426439799e+00,-4.0457339669e+00,-4.8908320069e+00
8,7,1.0000000000e+00,7.8125000000e-03,3.5982700000e-10,3.7897058327e+10,1.2299300000e+11,1.6089005833e+11,8.8593800000e-04,1.1074225000e-04,1.5820321429e-05,-1.8887812504e+01,1.1206529209e+01,-3.0525966700e+00,-3.9556866570e+00,-4.8007846970e+00
8,7,1.0000000000e+00,1.5625000000e-02,3.1247000000e-10,7.1007846057e+10,1.5644000000e+11,2.2744784606e+11,9.4446600000e-04,1.1805825000e-04,1.6865464286e-05,-1.9010383345e+01,1.1356881828e+01,-3.0248136717e+00,-3.9279036587e+00,-4.7730016987e+00
8,7,1.0000000000e+00,3.1250000000e-02,2.3950400000e-10,1.2825200000e+11,2.0043800000e+11,3.2869000000e+11,8.0186000000e-04,1.0023250000e-04,1.4318928571e-05,-1.9241374458e+01,1.1516786491e+01,-3.0959014503e+00,-3.9989914373e+00,-4.8440894773e+00
8,7,1.0000000000e+00,6.2500000000e-02,1.4867900000e-10,2.2261300000e+11,2.7193200000e+11,4.9454500000e+11,4.6493300000e-04,5.8116625000e-05,8.3023750000e-06,-1.9655500737e+01,1.1694205815e+01,-3.3326096274e+00,-4.2356996144e+00,-5.0807976544e+00
8,7,1.0000000000e+00,1.2500000000e-01,6.2298200000e-11,3.6932100000e+11,3.9199600000e+11,7.6131700000e+11,1.2566200000e-04,1.5707750000e-05,2.2439642857e-06,-2.0411049003e+01,1.1881565528e+01,-3.9007960325e+00,-4.8038860195e+00,-5.6489840595e+00
8,7,1.0000000000e+00,2.5000000000e-01,1.3297800000e-11,5.8331400000e+11,5.8850300000e+11,1.1718170000e+12,8.8126100000e-06,1.1015762500e-06,1.5736803571e-07,-2.1752440406e+01,1.2068859794e+01,-5.0548954491e+00,-5.9579854360e+00,-6.8030834761e+00
8,7,1.0000000000e+00,5.0000000000e-01,1.0039000000e-12,8.6284800000e+11,8.6327600000e+11,1.7261240000e+12,7.3984600000e-08,9.2480750000e-09,1.3211535714e-09,-2.3996619092e+01,1.2237071991e+01,-7.1308586699e+00,-8.0339486569e+00,-8.8790466969e+00
8,7,1.0000000000e+00,1.0000000000e+00,1.6490100000e-13,1.1620400000e+12,1.1618200000e+12,2.3238600000e+12,2.6874600000e-09,3.3593250000e-10,4.7990357143e-11,-2.5565553421e+01,1.2366209961e+01,-8.5706579910e+00,-9.4737479780e+00,-1.0318846018e+01
8,10,3.1250000000e-02,3.9062500000e-03,2.5234200000e-09,2.4218547170e+09,3.0698432401e+10,3.3120287118e+10,8.9692840000e-03,1.1211605000e-03,1.1211605000e-04,-1.7196020918e+01,1.0520094093e+01,-2.0472422244e+00,-2.9503322114e+00,-3.9503322114e+00
8,10,3.1250000000e-02,7.8125000000e-03,2.4806400000e-09,4.8140129460e+09,4.7026153755e+10,5.1840166701e+10,1.3566870000e-02,1.6958587500e-03,1.6958587500e-04,-1.7210872515e+01,1.0714666389e+01,-1.8675203365e+00,-2.7706103235e+00,-3.7706103235e+00
8,10,3.1250000000e-02,1.5625000000e-02,2.3838000000e-09,9.5377300680e+09,6.4040287817e+10,7.3578017885e+10,1.7781686000e-02,2.2227107500e-03,2.2227107500e-04,-1.7245460369e+01,1.0866748084e+01,-1.7500270631e+00,-2.6531170501e+00,-3.6531170501e+00
8,10,3.1250000000e-02,3.1250000000e-02,2.2013400000e-09,1.8772071222e+10,8.0981257801e+10,9.9753329023e+10,2.0558329000e-02,2.5697911250e-03,2.5697911250e-04,-1.7314625750e+01,1.0998927398e+01,-1.6870121881e+00,-2.5901021751e+00,-3.5901021751e+00
8,10,3.1250000000e-02,6.2500000000e-02,1.9290000000e-09,3.6706712713e+10,1.0518800000e+11,1.4189471271e+11,2.2455105000e-02,2.8068881250e-03,2.8068881250e-04,-1.7429335545e+01,1.1151966213e+01,-1.6486849098e+00,-2.5517748968e+00,-3.5517748968e+00
8,10,3.1250000000e-02,1.2500000000e-01,1.5556000000e-09,7.0854546410e+10,1.4201100000e+11,2.1286554641e+11,2.1907205000e-02,2.7384006250e-03,2.7384006250e-04,-1.7616204131e+01,1.1328105374e+01,-1.6594130278e+00,-2.5625030147e+00,-3.5625030147e+00
8,10,3.1250000000e-02,2.5000000000e-01,1.1278800000e-09,1.3458800000e+11,2.0532800000e+11,3.3991600000e+11,1.8390006000e-02,2.2987507500e-03,2.2987507500e-04,-1.7895474209e+01,1.1531371608e+01,-1.7354181291e+00,-2.6385081161e+00,-3.6385081161e+00
8,10,3.1250000000e-02,5.0000000000e-01,7.0989600000e-10,2.4909700000e+11,3.1334600000e+11,5.6244300000e+11,1.2054634000e-02,1.5068292500e-03,1.5068292500e-04,-1.8297610542e+01,1.1750078516e+01,-1.9188459710e+00,-2.8219359580e+00,-3.8219359580e+00
8,10,3.1250000000e-02,1.0000000000e+00,3.8796300000e-10,4.3979600000e+11,4.9121700000e+11,9.3101300000e+11,5.9596580000e-03,7.4495725000e-04,7.4495725000e-05,-1.8822419382e+01,1.1968955745e+01,-2.2247786619e+00,-3.1278686489e+00,-4.1278686489e+00
8,10,6.2500000000e-02,3.9062500000e-03,2.0316600000e-09,2.9838063980e+09,3.4149343628e+10,3.7133150026e+10,6.5185170000e-03,8.1481462500e-04,8.1481462500e-05,-1.7384297940e+01,1.0569761792e+01,-2.1858511975e+00,-3.0889411845e+00,-4.0889411845e+00
8,10,6.2500000000e-02,7.8125000000e-03,1.9954300000e-09,5.9225489330e+09,5.2356296035e+10,5.8278844968e+10,9.8689690000e-03,1.2336211250e-03,1.2336211250e-04,-1.7399927005e+01,1.0765510936e+01,-2.0057282152e+00,-2.9088182022e+00,-3.9088182022e+00
8,10,6.2500000000e-02,1.5625000000e-02,1.9168600000e-09,1.1701598070e+10,7.2030814908e+10,8.3732412978e+10,1.3084579000e-02,1.6355723750e-03,1.6355723750e-04,-1.7434819210e+01,1.0922893607e+01,-1.8832402463e+00,-2.7863302333e+00,-3.7863302333e+00
8,10,6.2500000000e-02,3.1250000000e-02,1.7697400000e-09,2.2929246544e+10,9.2128985097e+10,1.1505823164e+11,1.5325834000e-02,1.9157292500e-03,1.9157292500e-04,-1.7504181066e+01,1.1060917695e+01,-1.8145758828e+00,-2.7176658698e+00,-3.7176658698e+00
8,10,6.2500000000e-02,6.2500000000e-02,1.5473900000e-09,4.4503216171e+10,1.1985600000e+11,1.6435921617e+11,1.6737121000e-02,2.0921401250e-03,2.0921401250e-04,-1.7620800428e+01,1.1215794061e+01,-1.7763192442e+00,-2.6794092311e+00,-3.6794092311e+00
8,10,6.2500000000e-02,1.2500000000e-01,1.2337800000e-09,8.5188475406e+10,1.6169900000e+11,2.4688747541e+11,1.5983055000e-02,1.9978818750e-03,1.9978818750e-04,-1.7817524548e+01,1.1392499059e+01,-1.7963402061e+00,-2.6994301931e+00,-3.6994301931e+00
8,10,6.2500000000e-02,2.5000000000e-01,8.4812400000e-10,1.5970400000e+11,2.2927800000e+11,3.8898200000e+11,1.1899656000e-02,1.4874570000e-03,1.4874570000e-04,-1.8143081294e+01,1.1589929505e+01,-1.9244655932e+00,-2.8275555802e+00,-3.8275555802e+00
8,10,6.2500000000e-02,5.0000000000e-01,4.7962600000e-10,2.8945800000e+11,3.4400500000e+11,6.3346300000e+11,6.1974550000e-03,7.7468187500e-04,7.7468187500e-05,-1.8638194565e+01,1.1801721253e+01,-2.2077866180e+00,-3.1108766050e+00,-4.1108766050e+00
8,10,6.2500000000e-02,1.0000000000e+00,2.1807200000e-10,4.9865700000e+11,5.3347400000e+11,1.0321310000e+12,2.0874630000e-03,2.6093287500e-04,2.6093287500e-05,-1.9322800187e+01,1.2013734822e+01,-2.6803812136e+00,-3.5834712006e+00,-4.5834712006e+00
8,10,1.2500000000e-01,3.9062500000e-03,1.4590800000e-09,4.1010078100e+09,4.0845522329e+10,4.4946530139e+10,4.0694760000e-03,5.0868450000e-04,5.0868450000e-05,-1.7671841791e+01,1.0652696170e+01,-2.3904615085e+00,-3.2935514954e+00,-4.2935514954e+00
8,10,1.2500000000e-01,7.8125000000e-03,1.4323700000e-09,8.1130073360e+09,6.2321256135e+10,7.0434263471e+10,6.1458310000e-03,7.6822887500e-04,7.6822887500e-05,-1.7687889567e+01,1.0847783978e+01,-2.2114193863e+00,-3.1145093733e+00,-4.1145093733e+00
8,10,1.2500000000e-01,1.5625000000e-02,1.3686300000e-09,1.5948310445e+10,8.4502363269e+10,1.0045067371e+11,8.0021940000e-03,1.0002742500e-03,1.0002742500e-04,-1.7727427889e+01,1.1001952854e+01,-2.0967909241e+00,-2.9998809111e+00,-3.9998809111e+00
8,10,1.2500000000e-01,3.1250000000e-02,1.2559500000e-09,3.0960272937e+10,1.0807600000e+11,1.3903627294e+11,9.3273070000e-03,1.1659133750e-03,1.1659133750e-04,-1.7802055299e+01,1.1143128117e+01,-2.0302437286e+00,-2.9333337156e+00,-3.9333337156e+00
8,10,1.2500000000e-01,6.2500000000e-02,1.0764000000e-09,5.9381480936e+10,1.4003600000e+11,1.9941748094e+11,9.8264730000e-03,1.2283091250e-03,1.2283091250e-04,-1.7936052622e+01,1.1299763226e+01,-2.0076023348e+00,-2.9106923218e+00,-3.9106923218e+00
8,10,1.2500000000e-01,1.2500000000e-01,8.1516800000e-10,1.1158600000e+11,1.8644600000e+11,2.9803200000e+11,8.4225260000e-03,1.0528157500e-03,1.0528157500e-04,-1.8177505754e+01,1.1474262897e+01,-2.0745576397e+00,-2.9776476267e+00,-3.9776476267e+00
8,10,1.2500000000e-01,2.5000000000e-01,5.0905700000e-10,2.0313500000e+11,2.6237400000e+11,4.6550900000e+11,5.1303390000e-03,6.4129237500e-04,6.4129237500e-05,-1.8586467172e+01,1.1667928082e+01,-2.2898539368e+00,-3.1929439238e+00,-4.1929439238e+00
8,10,1.2500000000e-01,5.0000000000e-01,2.3987700000e-10,3.5587000000e+11,3.9301300000e+11,7.4888300000e+11,1.8326480000e-03,2.2908100000e-04,2.2908100000e-05,-1.9240022783e+01,1.1874413972e+01,-2.7369209428e+00,-3.6400109297e+00,-4.6400109297e+00
8,10,1.2500000000e-01,1.0000000000e+00,8.0526200000e-11,5.8911900000e+11,6.0555500000e+11,1.1946740000e+12,3.2946500000e-04,4.1183125000e-05,4.1183125000e-06,-2.0188125589e+01,1.2077249412e+01,-3.4821907150e+00,-4.3852807019e+00,-5.3852807019e+00
8,10,2.5000000000e-01,3.9062500000e-03,9.2964300000e-10,6.3039826370e+09,5.2045275420e+10,5.8349258057e+10,2.1446360000e-03,2.6807950000e-04,2.6807950000e-05,-1.8063367593e+01,1.0766035338e+01,-2.6686464082e+00,-3.5717363952e+00,-4.5717363952e+00
8,10,2.5000000000e-01,7.8125000000e-03,9.0621600000e-10,1.2410300062e+10,7.6420234936e+10,8.8830534998e+10,3.1025020000e-03,3.8781275000e-04,3.8781275000e-05,-1.8085536549e+01,1.0948562278e+01,-2.5082879299e+00,-3.4113779169e+00,-4.4113779169e+00
8,10,2.5000000000e-01,1.5625000000e-02,8.5628300000e-10,2.4170246951e+10,1.0168300000e+11,1.2585324695e+11,3.9245180000e-03,4.9056475000e-04,4.9056475000e-05,-1.8134765356e+01,1.1099864425e+01,-2.4062136747e+00,-3.3093036617e+00,-4.3093036617e+00
8,10,2.5000000000e-01,3.1250000000e-02,7.6913400000e-10,4.6221780518e+10,1.2919000000e+11,1.7541178052e+11,4.4131460000e-03,5.5164325000e-04,5.5164325000e-05,-1.8227995980e+01,1.1244058757e+01,-2.3552517046e+00,-3.2583416916e+00,-4.2583416916e+00
8,10,2.5000000000e-01,6.2500000000e-02,6.2683500000e-10,8.6823819744e+10,1.6653500000e+11,2.5335881974e+11,4.2337860000e-03,5.2922325000e-04,5.2922325000e-05,-1.8405693524e+01,1.1403736027e+01,-2.3732710975e+00,-3.2763610845e+00,-4.2763610845e+00
8,10,2.5000000000e-01,1.2500000000e-01,4.3394600000e-10,1.5748800000e+11,2.2217700000e+11,3.7966500000e+11,3.0405890000e-03,3.8007362500e-04,3.8007362500e-05,-1.8725128621e+01,1.1579400563e+01,-2.5170422800e+00,-3.4201322670e+00,-4.4201322670e+00
8,10,2.5000000000e-01,2.5000000000e-01,2.2664200000e-10,2.7525800000e+11,3.1632200000e+11,5.9158000000e+11,1.2923520000e-03,1.6154400000e-04,1.6154400000e-05,-1.9289319212e+01,1.1772013483e+01,-2.8886191807e+00,-3.7917091677e+00,-4.7917091677e+00
8,10,2.5000000000e-01,5.0000000000e-01,7.9272000000e-11,4.5951500000e+11,4.7767300000e+11,9.3718800000e+11,2.5046800000e-04,3.1308500000e-05,3.1308500000e-06,-2.0201760369e+01,1.1971826719e+01,-3.6012477521e+00,-4.5043377391e+00,-5.5043377391e+00
8,10,2.5000000000e-01,1.0000000000e+00,1.4983500000e-11,7.2061300000e+11,7.2468200000e+11,1.4452950000e+12,1.3799600000e-05,1.7249500000e-06,1.7249500000e-07,-2.1648773456e+01,1.2159956500e+01,-4.8601335020e+00,-5.7632234890e+00,-6.7632234890e+00
8,10,5.0000000000e-01,3.9062500000e-03,5.3265300000e-10,1.0637065357e+10,6.8861602343e+10,7.9498667700e+10,9.5925400000e-04,1.1990675000e-04,1.1990675000e-05,-1.8547111245e+01,1.0900359850e+01,-3.0180663812e+00,-3.9211563682e+00,-4.9211563682e+00
8,10,5.0000000000e-01,7.8125000000e-03,5.1250200000e-10,2.0731881475e+10,9.6003453673e+10,1.1673533515e+11,1.3040060000e-03,1.6300075000e-04,1.6300075000e-05,-1.8580608871e+01,1.1067202335e+01,-2.8847204103e+00,-3.7878103973e+00,-4.7878103973e+00
8,10,5.0000000000e-01,1.5625000000e-02,4.7149700000e-10,3.9779444416e+10,1.2408800000e+11,1.6386744442e+11,1.5493070000e-03,1.9366337500e-04,1.9366337500e-05,-1.8653042132e+01,1.1214492681e+01,-2.8098625169e+00,-3.7129525039e+00,-4.7129525039e+00
8,10,5.0000000000e-01,3.1250000000e-02,4.0270900000e-10,7.4411711536e+10,1.5723800000e+11,2.3164971154e+11,1.5977210000e-03,1.9971512500e-04,1.9971512500e-05,-1.8790017329e+01,1.1364831764e+01,-2.7964990565e+00,-3.6995890435e+00,-4.6995890435e+00
