n,A,E,dd,d,hh,h,V
2,0.5,3,0.5,5.86E-05,0.0078125,1.17E-04,-10.33944777
2,0.5,3,0.5,1.17E-04,0.015625,2.34E-04,-19.93488886
2,0.5,3,0.5,2.34E-04,0.03125,4.69E-04,-37.50931845
2,0.5,3,0.5,4.69E-04,0.0625,9.38E-04,-67.18635171
2,0.5,3,0.5,9.38E-04,0.125,0.001875,-110.9524563
2,0.5,3,0.5,0.001875,0.25,0.00375,-160.5053658
2,0.5,3,0.5,0.00375,0.5,0.0075,-187.155751
2,0.5,3,0.5,0.0075,1,0.015,-160.3753725
2,0.5,3,1,5.86E-05,0.00390625,5.86E-05,-21.06836767
2,0.5,3,1,1.17E-04,0.0078125,1.17E-04,-41.07462395
2,0.5,3,1,2.34E-04,0.015625,2.34E-04,-78.69169588
2,0.5,3,1,4.69E-04,0.03125,4.69E-04,-145.7672193
2,0.5,3,1,9.38E-04,0.0625,9.38E-04,-256.9846083
2,0.5,3,1,0.001875,0.125,0.001875,-418.8880156
2,0.5,3,1,0.00375,0.25,0.00375,-608.7343703
2,0.5,3,1,0.0075,0.5,0.0075,-754.0758585
2,0.5,3,1,0.015,1,0.015,-770.2857092
2,0.5,5,0.03125,1.83E-06,0.00390625,5.86E-05,5.544840718
2,0.5,5,0.03125,3.66E-06,0.0078125,1.17E-04,11.04126679
2,0.5,5,0.03125,7.32E-06,0.015625,2.34E-04,21.90946248
2,0.5,5,0.03125,1.46E-05,0.03125,4.69E-04,43.2286442
2,0.5,5,0.03125,2.93E-05,0.0625,9.38E-04,84.46730024
2,0.5,5,0.03125,5.86E-05,0.125,0.001875,162.3835941
2,0.5,5,0.03125,1.17E-04,0.25,0.00375,303.6910159
2,0.5,5,0.03125,2.34E-04,0.5,0.0075,542.1718271
2,0.5,5,0.03125,4.69E-04,1,0.015,895.5702628
2,0.5,5,0.0625,3.66E-06,0.00390625,5.86E-05,4.523222181
2,0.5,5,0.0625,7.32E-06,0.0078125,1.17E-04,9.003600258
2,0.5,5,0.0625,1.46E-05,0.015625,2.34E-04,17.86001282
2,0.5,5,0.0625,2.93E-05,0.03125,4.69E-04,35.19913955
2,0.5,5,0.0625,5.86E-05,0.0625,9.38E-04,68.70882561
2,0.5,5,0.0625,1.17E-04,0.125,0.001875,131.7671469
2,0.5,5,0.0625,2.34E-04,0.25,0.00375,245.4459229
2,0.5,5,0.0625,4.69E-04,0.5,0.0075,436.0136372
2,0.5,5,0.0625,9.38E-04,1,0.015,713.1662789
2,0.5,5,0.125,7.32E-06,0.00390625,5.86E-05,2.485417014
2,0.5,5,0.125,1.46E-05,0.0078125,1.17E-04,4.951969351
2,0.5,5,0.125,2.93E-05,0.015625,2.34E-04,9.828484261
2,0.5,5,0.125,5.86E-05,0.03125,4.69E-04,19.42158558
2,0.5,5,0.125,1.17E-04,0.0625,9.38E-04,37.98877375
2,0.5,5,0.125,2.34E-04,0.125,0.001875,73.30629023
2,0.5,5,0.125,4.69E-04,0.25,0.00375,138.5947645
2,0.5,5,0.125,9.38E-04,0.5,0.0075,251.830074
2,0.5,5,0.125,0.001875,1,0.015,421.3589293
2,0.5,5,0.25,1.46E-05,0.00390625,5.86E-05,-1.566245157
2,0.5,5,0.25,2.93E-05,0.0078125,1.17E-04,-3.083551121
2,0.5,5,0.25,5.86E-05,0.015625,2.34E-04,-5.966955607
2,0.5,5,0.25,1.17E-04,0.03125,4.69E-04,-11.2612988
2,0.5,5,0.25,2.34E-04,0.0625,9.38E-04,-20.52790557
2,0.5,5,0.25,4.69E-04,0.125,0.001875,-33.91929281
2,0.5,5,0.25,9.38E-04,0.25,0.00375,-47.11746262
2,0.5,5,0.25,0.001875,0.5,0.0075,-43.61902591
2,0.5,5,0.25,0.00375,1,0.015,2.746846473
2,0.5,5,0.5,2.93E-05,0.00390625,5.86E-05,-9.59712259
2,0.5,5,0.5,5.86E-05,0.0078125,1.17E-04,-18.88202135
2,0.5,5,0.5,1.17E-04,0.015625,2.34E-04,-36.67174817
2,0.5,5,0.5,2.34E-04,0.03125,4.69E-04,-69.85831482
2,0.5,5,0.5,4.69E-04,0.0625,9.38E-04,-128.1550275
2,0.5,5,0.5,9.38E-04,0.125,0.001875,-221.0926113
2,0.5,5,0.5,0.001875,0.25,0.00375,-346.7420647
2,0.5,5,0.5,0.00375,0.5,0.0075,-470.654217
2,0.5,5,0.5,0.0075,1,0.015,-526.4582194
2,0.5,5,1,5.86E-05,0.00390625,5.86E-05,-25.37709181
2,0.5,5,1,1.17E-04,0.0078125,1.17E-04,-49.58580995
2,0.5,5,1,2.34E-04,0.015625,2.34E-04,-95.33185666
2,0.5,5,1,4.69E-04,0.03125,4.69E-04,-177.7017367
2,0.5,5,1,9.38E-04,0.0625,9.38E-04,-316.4750931
2,0.5,5,1,0.001875,0.125,0.001875,-524.5173135
2,0.5,5,1,0.00375,0.25,0.00375,-783.5998206
2,0.5,5,1,0.0075,0.5,0.0075,-1014.460976
2,0.5,5,1,0.015,1,0.015,-1101.052312
2,0.5,7,0.03125,1.83E-06,0.00390625,5.86E-05,3.677821129
2,0.5,7,0.03125,3.66E-06,0.0078125,1.17E-04,7.333077378
2,0.5,7,0.03125,7.32E-06,0.015625,2.34E-04,14.58379511
2,0.5,7,0.03125,1.46E-05,0.03125,4.69E-04,28.87639912
2,0.5,7,0.03125,2.93E-05,0.0625,9.38E-04,56.75835338
2,0.5,7,0.03125,5.86E-05,0.125,0.001875,110.2351
2,0.5,7,0.03125,1.17E-04,0.25,0.00375,209.5556041
2,0.5,7,0.03125,2.34E-04,0.5,0.0075,383.884482
2,0.5,7,0.03125,4.69E-04,1,0.015,659.168333
2,0.5,7,0.0625,3.66E-06,0.00390625,5.86E-05,2.656838568
2,0.5,7,0.0625,7.32E-06,0.0078125,1.17E-04,5.297148538
2,0.5,7,0.0625,1.46E-05,0.015625,2.34E-04,10.5370083
2,0.5,7,0.0625,2.93E-05,0.03125,4.69E-04,20.85304866
2,0.5,7,0.0625,5.86E-05,0.0625,9.38E-04,41.01828072
2,0.5,7,0.0625,1.17E-04,0.125,0.001875,79.64531861
2,0.5,7,0.0625,2.34E-04,0.25,0.00375,151.3831203
2,0.5,7,0.0625,4.69E-04,0.5,0.0075,278.0796319
2,0.5,7,0.0625,9.38E-04,1,0.015,477.8949397
2,0.5,7,0.125,7.32E-06,0.00390625,5.86E-05,0.619233389
2,0.5,7,0.125,1.46E-05,0.0078125,1.17E-04,1.246243333
2,0.5,7,0.125,2.93E-05,0.015625,2.34E-04,2.513542863
2,0.5,7,0.125,5.86E-05,0.03125,4.69E-04,5.093236566
2,0.5,7,0.125,1.17E-04,0.0625,9.38E-04,10.3350968
2,0.5,7,0.125,2.34E-04,0.125,0.001875,21.30011633
2,0.5,7,0.125,4.69E-04,0.25,0.00375,44.98753791
2,0.5,7,0.125,9.38E-04,0.5,0.0075,95.25530244
2,0.5,7,0.125,0.001875,1,0.015,189.8314388
2,0.5,7,0.25,1.46E-05,0.00390625,5.86E-05,-3.430453769
2,0.5,7,0.25,2.93E-05,0.0078125,1.17E-04,-6.785611791
2,0.5,7,0.25,5.86E-05,0.015625,2.34E-04,-13.26968115
2,0.5,7,0.25,1.17E-04,0.03125,4.69E-04,-25.54805598
2,0.5,7,0.25,2.34E-04,0.0625,9.38E-04,-48.06231483
2,0.5,7,0.25,4.69E-04,0.125,0.001875,-85.48576161
2,0.5,7,0.25,9.38E-04,0.25,0.00375,-139.3782102
2,0.5,7,0.25,0.001875,0.5,0.0075,-196.5969314
2,0.5,7,0.25,0.00375,1,0.015,-220.025801
2,0.5,7,0.5,2.93E-05,0.00390625,5.86E-05,-11.45875911
2,0.5,7,0.5,5.86E-05,0.0078125,1.17E-04,-22.57452402
2,0.5,7,0.5,1.17E-04,0.015625,2.34E-04,-43.94586967
2,0.5,7,0.5,2.34E-04,0.03125,4.69E-04,-84.05619256
2,0.5,7,0.5,4.69E-04,0.0625,9.38E-04,-155.3499291
2,0.5,7,0.5,9.38E-04,0.125,0.001875,-271.5564282
2,0.5,7,0.5,0.001875,0.25,0.00375,-435.9138627
2,0.5,7,0.5,0.00375,0.5,0.0075,-616.1593433
2,0.5,7,0.5,0.0075,1,0.015,-734.007346
2,0.5,7,1,5.86E-05,0.00390625,5.86E-05,-27.23235617
2,0.5,7,1,1.17E-04,0.0078125,1.17E-04,-53.26040016
2,0.5,7,1,2.34E-04,0.015625,2.34E-04,-102.5491608
2,0.5,7,1,4.69E-04,0.03125,4.69E-04,-191.6757031
2,0.5,7,1,9.38E-04,0.0625,9.38E-04,-342.9009176
2,0.5,7,1,0.001875,0.125,0.001875,-572.693008
2,0.5,7,1,0.00375,0.25,0.00375,-867.0853944
2,0.5,7,1,0.0075,0.5,0.0075,-1148.187192
2,0.5,7,1,0.015,1,0.015,-1289.448569
2,0.5,10,0.03125,1.83E-06,0.00390625,5.86E-05,2.272550412
2,0.5,10,0.03125,3.66E-06,0.0078125,1.17E-04,4.536468056
2,0.5,10,0.03125,7.32E-06,0.015625,2.34E-04,9.039851812
2,0.5,10,0.03125,1.46E-05,0.03125,4.69E-04,17.95102592
2,0.5,10,0.03125,2.93E-05,0.0625,9.38E-04,35.45508025
2,0.5,10,0.03125,5.86E-05,0.125,0.001875,69.46871336
2,0.5,10,0.03125,1.17E-04,0.25,0.00375,133.9445434
2,0.5,10,0.03125,2.34E-04,0.5,0.0075,251.1592176
2,0.5,10,0.03125,4.69E-04,1,0.015,447.7317762
2,0.5,10,0.0625,3.66E-06,0.00390625,5.86E-05,1.252214443
2,0.5,10,0.0625,7.32E-06,0.0078125,1.17E-04,2.50222812
2,0.5,10,0.0625,1.46E-05,0.015625,2.34E-04,4.996642645
2,0.5,10,0.0625,2.93E-05,0.03125,4.69E-04,9.935128303
2,0.5,10,0.0625,5.86E-05,0.0625,9.38E-04,19.73748536
2,0.5,10,0.0625,1.17E-04,0.125,0.001875,38.92241951
2,0.5,10,0.0625,2.34E-04,0.25,0.00375,75.89282416
2,0.5,10,0.0625,4.69E-04,0.5,0.0075,145.800904
2,0.5,10,0.0625,9.38E-04,1,0.015,267.7628795
2,0.5,10,0.125,7.32E-06,0.00390625,5.86E-05,-0.784805016
2,0.5,10,0.125,1.46E-05,0.0078125,1.17E-04,-1.546948557
2,0.5,10,0.125,2.93E-05,0.015625,2.34E-04,-3.018498036
2,0.5,10,0.125,5.86E-05,0.03125,4.69E-04,-5.805516912
2,0.5,10,0.125,1.17E-04,0.0625,9.38E-04,-10.90398411
2,0.5,10,0.125,2.34E-04,0.125,0.001875,-19.29434681
2,0.5,10,0.125,4.69E-04,0.25,0.00375,-30.04199581
2,0.5,10,0.125,9.38E-04,0.5,0.0075,-35.68583194
2,0.5,10,0.125,0.001875,1,0.015,-16.72826879
2,0.5,10,0.25,1.46E-05,0.00390625,5.86E-05,-4.832493613
2,0.5,10,0.25,2.93E-05,0.0078125,1.17E-04,-9.57490591
2,0.5,10,0.25,5.86E-05,0.015625,2.34E-04,-18.78890267
2,0.5,10,0.25,1.17E-04,0.03125,4.69E-04,-36.40582778
2,0.5,10,0.25,2.34E-04,0.0625,9.38E-04,-69.18615189
2,0.5,10,0.25,4.69E-04,0.125,0.001875,-125.6753644
2,0.5,10,0.25,9.38E-04,0.25,0.00375,-213.1940024
2,0.5,10,0.25,0.001875,0.5,0.0075,-324.3491492
2,0.5,10,0.25,0.00375,1,0.015,-418.8037173
2,0.5,10,0.5,2.93E-05,0.00390625,5.86E-05,-12.8583559
2,0.5,10,0.5,5.86E-05,0.0078125,1.17E-04,-25.35515612
2,0.5,10,0.5,1.17E-04,0.015625,2.34E-04,-49.43884271
2,0.5,10,0.5,2.34E-04,0.03125,4.69E-04,-94.83445056
2,0.5,10,0.5,4.69E-04,0.0625,9.38E-04,-176.1781471
2,0.5,10,0.5,9.38E-04,0.125,0.001875,-310.8025384
2,0.5,10,0.5,0.001875,0.25,0.00375,-507.1279067
2,0.5,10,0.5,0.00375,0.5,0.0075,-737.6092942
2,0.5,10,0.5,0.0075,1,0.015,-919.5384967
2,0.5,10,1,5.86E-05,0.00390625,5.86E-05,-28.62677146
2,0.5,10,1,1.17E-04,0.0078125,1.17E-04,-56.02571172
2,0.5,10,1,2.34E-04,0.015625,2.34E-04,-107.9925854
2,0.5,10,1,4.69E-04,0.03125,4.69E-04,-202.2641278
2,0.5,10,1,9.38E-04,0.0625,9.38E-04,-363.0899727
2,0.5,10,1,0.001875,0.125,0.001875,-610.0655666
2,0.5,10,1,0.00375,0.25,0.00375,-933.6691459
2,0.5,10,1,0.0075,0.5,0.0075,-1259.877692
2,0.5,10,1,0.015,1,0.015,-1458.348465
2,0.75,1,0.03125,1.83E-06,0.00390625,5.86E-05,47.33903976
2,0.75,1,0.03125,3.66E-06,0.0078125,1.17E-04,92.80164881
2,0.75,1,0.03125,7.32E-06,0.015625,2.34E-04,179.3024167
2,0.75,1,0.03125,1.46E-05,0.03125,4.69E-04,339.0737808
2,0.75,1,0.03125,2.93E-05,0.0625,9.38E-04,619.8981659
2,0.75,1,0.03125,5.86E-05,0.125,0.001875,1077.251005
2,0.75,1,0.03125,1.17E-04,0.25,0.00375,1752.106077
2,0.75,1,0.03125,2.34E-04,0.5,0.0075,2616.328575
2,0.75,1,0.03125,4.69E-04,1,0.015,3528.110223
2,0.75,1,0.0625,3.66E-06,0.00390625,5.86E-05,46.78517985
2,0.75,1,0.0625,7.32E-06,0.0078125,1.17E-04,91.65344258
2,0.75,1,0.0625,1.46E-05,0.015625,2.34E-04,177.0527339
2,0.75,1,0.0625,2.93E-05,0.03125,4.69E-04,334.3319356
2,0.75,1,0.0625,5.86E-05,0.0625,9.38E-04,609.9330836
2,0.75,1,0.0625,1.17E-04,0.125,0.001875,1056.980952
2,0.75,1,0.0625,2.34E-04,0.25,0.00375,1709.864034
2,0.75,1,0.0625,4.69E-04,0.5,0.0075,2529.345488
2,0.75,1,0.0625,9.38E-04,1,0.015,3365.49298
2,0.75,1,0.125,7.32E-06,0.00390625,5.86E-05,45.76527408
2,0.75,1,0.125,1.46E-05,0.0078125,1.17E-04,89.58358248
2,0.75,1,0.125,2.93E-05,0.015625,2.34E-04,172.4849204
2,0.75,1,0.125,5.86E-05,0.03125,4.69E-04,325.0950238
2,0.75,1,0.125,1.17E-04,0.0625,9.38E-04,590.9218192
2,0.75,1,0.125,2.34E-04,0.125,0.001875,1017.634862
2,0.75,1,0.125,4.69E-04,0.25,0.00375,1628.540059
2,0.75,1,0.125,9.38E-04,0.5,0.0075,2374.835208
2,0.75,1,0.125,0.001875,1,0.015,3091.77241
2,0.75,1,0.25,1.46E-05,0.00390625,5.86E-05,43.65271471
2,0.75,1,0.25,2.93E-05,0.0078125,1.17E-04,85.33611116
2,0.75,1,0.25,5.86E-05,0.015625,2.34E-04,163.8736436
2,0.75,1,0.25,1.17E-04,0.03125,4.69E-04,307.2823741
2,0.75,1,0.25,2.34E-04,0.0625,9.38E-04,554.3918074
2,0.75,1,0.25,4.69E-04,0.125,0.001875,942.9696619
2,0.75,1,0.25,9.38E-04,0.25,0.00375,1485.253804
2,0.75,1,0.25,0.001875,0.5,0.0075,2118.751522
2,0.75,1,0.25,0.00375,1,0.015,2674.35501
2,0.75,1,0.5,2.93E-05,0.00390625,5.86E-05,39.51742378
2,0.75,1,0.5,5.86E-05,0.0078125,1.17E-04,76.91922234
2,0.75,1,0.5,1.17E-04,0.015625,2.34E-04,147.0238874
2,0.75,1,0.5,2.34E-04,0.03125,4.69E-04,273.2208544
2,0.75,1,0.5,4.69E-04,0.0625,9.38E-04,486.0047705
2,0.75,1,0.5,9.38E-04,0.125,0.001875,811.9893098
2,0.75,1,0.5,0.001875,0.25,0.00375,1250.122857
2,0.75,1,0.5,0.00375,0.5,0.0075,1733.830117
2,0.75,1,0.5,0.0075,1,0.015,2126.5189
2,0.75,1,1,5.86E-05,0.00390625,5.86E-05,31.29200807
2,0.75,1,1,1.17E-04,0.0078125,1.17E-04,60.5965337
2,0.75,1,1,2.34E-04,0.015625,2.34E-04,114.8951294
2,0.75,1,1,4.69E-04,0.03125,4.69E-04,210.1531042
2,0.75,1,1,9.38E-04,0.0625,9.38E-04,366.7530357
2,0.75,1,1,0.001875,0.125,0.001875,599.4696483
2,0.75,1,1,0.00375,0.25,0.00375,903.386826
2,0.75,1,1,0.0075,0.5,0.0075,1239.173406
2,0.75,1,1,0.015,1,0.015,1539.753246
2,0.75,2,0.03125,1.83E-06,0.00390625,5.86E-05,23.84358954
2,0.75,2,0.03125,3.66E-06,0.0078125,1.17E-04,47.18875054
2,0.75,2,0.03125,7.32E-06,0.015625,2.34E-04,92.65966074
2,0.75,2,0.03125,1.46E-05,0.03125,4.69E-04,179.7621428
2,0.75,2,0.03125,2.93E-05,0.0625,9.38E-04,341.7446221
2,0.75,2,0.03125,5.86E-05,0.125,0.001875,628.6946331
2,0.75,2,0.03125,1.17E-04,0.25,0.00375,1101.670241
2,0.75,2,0.03125,2.34E-04,0.5,0.0075,1796.405373
2,0.75,2,0.03125,4.69E-04,1,0.015,2650.445238
2,0.75,2,0.0625,3.66E-06,0.00390625,5.86E-05,23.3147736
2,0.75,2,0.0625,7.32E-06,0.0078125,1.17E-04,46.11336555
2,0.75,2,0.0625,1.46E-05,0.015625,2.34E-04,90.49854794
2,0.75,2,0.0625,2.93E-05,0.03125,4.69E-04,175.3016336
2,0.75,2,0.0625,5.86E-05,0.0625,9.38E-04,332.4999768
2,0.75,2,0.0625,1.17E-04,0.125,0.001875,609.6280942
2,0.75,2,0.0625,2.34E-04,0.25,0.00375,1062.197709
2,0.75,2,0.0625,4.69E-04,0.5,0.0075,1716.333629
2,0.75,2,0.0625,9.38E-04,1,0.015,2499.48238
2,0.75,2,0.125,7.32E-06,0.00390625,5.86E-05,22.28215147
2,0.75,2,0.125,1.46E-05,0.0078125,1.17E-04,44.03123209
2,0.75,2,0.125,2.93E-05,0.015625,2.34E-04,86.1841472
2,0.75,2,0.125,5.86E-05,0.03125,4.69E-04,166.5671341
2,0.75,2,0.125,1.17E-04,0.0625,9.38E-04,314.6428118
2,0.75,2,0.125,2.34E-04,0.125,0.001875,573.1358479
2,0.75,2,0.125,4.69E-04,0.25,0.00375,988.4881358
2,0.75,2,0.125,9.38E-04,0.5,0.0075,1576.02282
2,0.75,2,0.125,0.001875,1,0.015,2251.918595
2,0.75,2,0.25,1.46E-05,0.00390625,5.86E-05,20.20746497
2,0.75,2,0.25,2.93E-05,0.0078125,1.17E-04,39.86753006
2,0.75,2,0.25,5.86E-05,0.015625,2.34E-04,77.81613537
2,0.75,2,0.25,1.17E-04,0.03125,4.69E-04,149.666754
2,0.75,2,0.25,2.34E-04,0.0625,9.38E-04,280.6457777
2,0.75,2,0.25,4.69E-04,0.125,0.001875,505.6285814
2,0.75,2,0.25,9.38E-04,0.25,0.00375,860.2477053
2,0.75,2,0.25,0.001875,0.5,0.0075,1348.840508
2,0.75,2,0.25,0.00375,1,0.015,1887.331695
2,0.75,2,0.5,2.93E-05,0.00390625,5.86E-05,16.11346034
2,0.75,2,0.5,5.86E-05,0.0078125,1.17E-04,31.67475326
2,0.75,2,0.5,1.17E-04,0.015625,2.34E-04,61.55958539
2,0.75,2,0.5,2.34E-04,0.03125,4.69E-04,117.500053
2,0.75,2,0.5,4.69E-04,0.0625,9.38E-04,218.0584839
2,0.75,2,0.5,9.38E-04,0.125,0.001875,388.3749783
2,0.75,2,0.5,0.001875,0.25,0.00375,653.988749
2,0.75,2,0.5,0.00375,0.5,0.0075,1018.441177
2,0.75,2,0.5,0.0075,1,0.015,1421.176437
2,0.75,2,1,5.86E-05,0.00390625,5.86E-05,8.049371306
2,0.75,2,1,1.17E-04,0.0078125,1.17E-04,15.78796306
2,0.75,2,1,2.34E-04,0.015625,2.34E-04,30.62550757
2,0.75,2,1,4.69E-04,0.03125,4.69E-04,58.45089751
2,0.75,2,1,9.38E-04,0.0625,9.38E-04,109.445039
2,0.75,2,1,0.001875,0.125,0.001875,200.3739787
2,0.75,2,1,0.00375,0.25,0.00375,356.4081601
2,0.75,2,1,0.0075,0.5,0.0075,602.7151312
2,0.75,2,1,0.015,1,0.015,924.3594461
2,0.75,3,0.03125,1.83E-06,0.00390625,5.86E-05,15.82293841
2,0.75,3,0.03125,3.66E-06,0.0078125,1.17E-04,31.4179769
2,0.75,3,0.03125,7.32E-06,0.015625,2.34E-04,62.0430297
2,0.75,3,0.03125,1.46E-05,0.03125,4.69E-04,121.4795813
2,0.75,3,0.03125,2.93E-05,0.0625,9.38E-04,234.3990219
2,0.75,3,0.03125,5.86E-05,0.125,0.001875,441.3877319
2,0.75,3,0.03125,1.17E-04,0.25,0.00375,800.1148334
2,0.75,3,0.03125,2.34E-04,0.5,0.0075,1365.80645
2,0.75,3,0.03125,4.69E-04,1,0.015,2129.018516
2,0.75,3,0.0625,3.66E-06,0.00390625,5.86E-05,15.30109838
2,0.75,3,0.0625,7.32E-06,0.0078125,1.17E-04,30.36390281
2,0.75,3,0.0625,1.46E-05,0.015625,2.34E-04,59.92265208
2,0.75,3,0.0625,2.93E-05,0.03125,4.69E-04,117.1512562
2,0.75,3,0.0625,5.86E-05,0.0625,9.38E-04,225.5380563
2,0.75,3,0.0625,1.17E-04,0.125,0.001875,423.2339163
2,0.75,3,0.0625,2.34E-04,0.25,0.00375,762.8954101
2,0.75,3,0.0625,4.69E-04,0.5,0.0075,1291.061219
2,0.75,3,0.0625,9.38E-04,1,0.015,1987.81508
2,0.75,3,0.125,7.32E-06,0.00390625,5.86E-05,14.27014667
2,0.75,3,0.125,1.46E-05,0.0078125,1.17E-04,28.29289639
2,0.75,3,0.125,2.93E-05,0.015625,2.34E-04,55.70618848
2,0.75,3,0.125,5.86E-05,0.03125,4.69E-04,108.6681718
2,0.75,3,0.125,1.17E-04,0.0625,9.38E-04,208.366966
2,0.75,3,0.125,2.34E-04,0.125,0.001875,388.6050381
2,0.75,3,0.125,4.69E-04,0.25,0.00375,694.1192339
2,0.75,3,0.125,9.38E-04,0.5,0.0075,1161.01863
2,0.75,3,0.125,0.001875,1,0.015,1759.166408
2,0.75,3,0.25,1.46E-05,0.00390625,5.86E-05,12.21141411
2,0.75,3,0.25,2.93E-05,0.0078125,1.17E-04,24.17273723
2,0.75,3,0.25,5.86E-05,0.015625,2.34E-04,47.47584982
2,0.75,3,0.25,1.17E-04,0.03125,4.69E-04,92.23547405
2,0.75,3,0.25,2.34E-04,0.0625,9.38E-04,175.7357673
2,0.75,3,0.25,4.69E-04,0.125,0.001875,325.002466
2,0.75,3,0.25,9.38E-04,0.25,0.00375,575.0486697
2,0.75,3,0.25,0.001875,0.5,0.0075,952.4794819
2,0.75,3,0.25,0.00375,1,0.015,1427.470279
2,0.75,3,0.5,2.93E-05,0.00390625,5.86E-05,8.141163987
2,0.75,3,0.5,5.86E-05,0.0078125,1.17E-04,16.07580509
2,0.75,3,0.5,1.17E-04,0.015625,2.34E-04,31.50237303
2,0.75,3,0.5,2.34E-04,0.03125,4.69E-04,60.96061943
2,0.75,3,0.5,4.69E-04,0.0625,9.38E-04,115.8691525
2,0.75,3,0.5,9.38E-04,0.125,0.001875,214.7846062
2,0.75,3,0.5,0.001875,0.25,0.00375,384.6433677
2,0.75,3,0.5,0.00375,0.5,0.0075,652.5624697
2,0.75,3,0.5,0.0075,1,0.015,1007.990283
2,0.75,3,1,5.86E-05,0.00390625,5.86E-05,0.138238725
2,0.75,3,1,1.17E-04,0.0078125,1.17E-04,0.367414946
2,0.75,3,1,2.34E-04,0.015625,2.34E-04,1.087960874
2,0.75,3,1,4.69E-04,0.03125,4.69E-04,3.602069584
2,0.75,3,1,9.38E-04,0.0625,9.38E-04,11.9610311
2,0.75,3,1,0.001875,0.125,0.001875,38.29846989
2,0.75,3,1,0.00375,0.25,0.00375,111.100154
2,0.75,3,1,0.0075,0.5,0.0075,277.2543996
2,0.75,3,1,0.015,1,0.015,561.6776334
2,0.75,5,0.03125,1.83E-06,0.00390625,5.86E-05,9.336481484
2,0.75,5,0.03125,3.66E-06,0.0078125,1.17E-04,18.58831665
2,0.75,5,0.03125,7.32E-06,0.015625,2.34E-04,36.87952903
2,0.75,5,0.03125,1.46E-05,0.03125,4.69E-04,72.76667577
2,0.75,5,0.03125,2.93E-05,0.0625,9.38E-04,142.2031959
2,0.75,5,0.03125,5.86E-05,0.125,0.001875,273.4153135
2,0.75,5,0.03125,1.17E-04,0.25,0.00375,511.8476601
2,0.75,5,0.03125,2.34E-04,0.5,0.0075,916.2594021
2,0.75,5,0.03125,4.69E-04,1,0.015,1523.341335
2,0.75,5,0.0625,3.66E-06,0.00390625,5.86E-05,8.819787571
2,0.75,5,0.0625,7.32E-06,0.0078125,1.17E-04,17.55030293
2,0.75,5,0.0625,1.46E-05,0.015625,2.34E-04,34.79680642
2,0.75,5,0.0625,2.93E-05,0.03125,4.69E-04,68.56062665
2,0.75,5,0.0625,5.86E-05,0.0625,9.38E-04,133.7147498
2,0.75,5,0.0625,1.17E-04,0.125,0.001875,256.2554227
2,0.75,5,0.0625,2.34E-04,0.25,0.00375,477.2719521
2,0.75,5,0.0625,4.69E-04,0.5,0.0075,848.1265398
2,0.75,5,0.0625,9.38E-04,1,0.015,1395.469048
2,0.75,5,0.125,7.32E-06,0.00390625,5.86E-05,7.792558153
2,0.75,5,0.125,1.46E-05,0.0078125,1.17E-04,15.49453411
2,0.75,5,0.125,2.93E-05,0.015625,2.34E-04,30.6646672
2,0.75,5,0.125,5.86E-05,0.03125,4.69E-04,60.31347964
2,0.75,5,0.125,1.17E-04,0.0625,9.38E-04,117.2265755
2,0.75,5,0.125,2.34E-04,0.125,0.001875,223.5864655
2,0.75,5,0.125,4.69E-04,0.25,0.00375,413.9048266
2,0.75,5,0.125,9.38E-04,0.5,0.0075,730.3948438
2,0.75,5,0.125,0.001875,1,0.015,1190.876813
2,0.75,5,0.25,1.46E-05,0.00390625,5.86E-05,5.748032063
2,0.75,5,0.25,2.93E-05,0.0078125,1.17E-04,11.41548826
2,0.75,5,0.25,5.86E-05,0.015625,2.34E-04,22.56717869
2,0.75,5,0.25,1.17E-04,0.03125,4.69E-04,44.32098292
2,0.75,5,0.25,2.34E-04,0.0625,9.38E-04,85.91847237
2,0.75,5,0.25,4.69E-04,0.125,0.001875,163.8681243
2,0.75,5,0.25,9.38E-04,0.25,0.00375,304.5969111
2,0.75,5,0.25,0.001875,0.5,0.0075,543.0087963
2,0.75,5,0.25,0.00375,1,0.015,898.0746388
2,0.75,5,0.5,2.93E-05,0.00390625,5.86E-05,1.700373416
2,0.75,5,0.5,5.86E-05,0.0078125,1.17E-04,3.402852599
2,0.75,5,0.5,1.17E-04,0.015625,2.34E-04,6.852050389
2,0.75,5,0.5,2.34E-04,0.03125,4.69E-04,13.86101132
2,0.75,5,0.5,4.69E-04,0.0625,9.38E-04,28.56537652
2,0.75,5,0.5,9.38E-04,0.125,0.001875,60.45175016
2,0.75,5,0.5,0.001875,0.25,0.00375,130.2896652
2,0.75,5,0.5,0.00375,0.5,0.0075,275.5487067
2,0.75,5,0.5,0.0075,1,0.015,531.4791009
2,0.75,5,1,5.86E-05,0.00390625,5.86E-05,-6.251946513
2,0.75,5,1,1.17E-04,0.0078125,1.17E-04,-12.15210825
2,0.75,5,1,2.34E-04,0.015625,2.34E-04,-23.10267233
2,0.75,5,1,4.69E-04,0.03125,4.69E-04,-42.01105743
2,0.75,5,1,9.38E-04,0.0625,9.38E-04,-71.1047229
2,0.75,5,1,0.001875,0.125,0.001875,-105.3113274
2,0.75,5,1,0.00375,0.25,0.00375,-119.9950475
2,0.75,5,1,0.0075,0.5,0.0075,-58.37986215
2,0.75,5,1,0.015,1,0.015,141.8108086
