n,A,E,dd,d,hh,h,V
2,0.0,10,0.5,0.0001171875,0.015625,0.000234375,-1270.163364524462
2,0.0,10,0.5,0.000234375,0.03125,0.00046875,-1460.6671955895008
2,0.0,10,0.5,0.00046875,0.0625,0.0009375,-1665.173555949539
2,0.0,10,0.5,0.0009375,0.125,0.001875,-1902.7514991038
2,0.0,10,0.5,0.001875,0.25,0.00375,-2189.7638067838066
2,0.0,10,0.5,0.00375,0.5,0.0075,-2546.0247545376237
2,0.0,10,0.5,0.0075,1.0,0.015,-2985.9336915847284
2,0.0,10,1.0,5.859375e-05,0.00390625,5.859375e-05,-1009.616255116764
2,0.0,10,1.0,0.0001171875,0.0078125,0.0001171875,-1252.060008281091
2,0.0,10,1.0,0.000234375,0.015625,0.000234375,-1465.2979420400377
2,0.0,10,1.0,0.00046875,0.03125,0.00046875,-1683.051754433136
2,0.0,10,1.0,0.0009375,0.0625,0.0009375,-1951.5889709839755
2,0.0,10,1.0,0.001875,0.125,0.001875,-2285.3388794992347
2,0.0,10,1.0,0.00375,0.25,0.00375,-2712.43505779415
2,0.0,10,1.0,0.0075,0.5,0.0075,-3247.349855991816
2,0.0,10,1.0,0.015,1.0,0.015,-3798.088429349884
2,0.25,1,0.03125,1.8310546875e-06,0.00390625,5.859375e-05,-711.8214275526075
2,0.25,1,0.03125,3.662109375e-06,0.0078125,0.0001171875,-863.6504813333299
2,0.25,1,0.03125,7.32421875e-06,0.015625,0.000234375,-988.4395398973596
2,0.25,1,0.03125,1.46484375e-05,0.03125,0.00046875,-1057.0716155989105
2,0.25,1,0.03125,2.9296875e-05,0.0625,0.0009375,-1077.8885167359126
2,0.25,1,0.03125,5.859375e-05,0.125,0.001875,-1001.7302156031564
2,0.25,1,0.03125,0.0001171875,0.25,0.00375,-790.1747818090004
2,0.25,1,0.03125,0.000234375,0.5,0.0075,-453.9109887477333
2,0.25,1,0.03125,0.00046875,1.0,0.015,-90.68911129234004
2,0.25,1,0.0625,3.662109375e-06,0.00390625,5.859375e-05,-716.6152444803286
2,0.25,1,0.0625,7.32421875e-06,0.0078125,0.0001171875,-871.1506898168789
2,0.25,1,0.0625,1.46484375e-05,0.015625,0.000234375,-995.5583572704768
2,0.25,1,0.0625,2.9296875e-05,0.03125,0.00046875,-1066.4526114222824
2,0.25,1,0.0625,5.859375e-05,0.0625,0.0009375,-1088.515435341102
2,0.25,1,0.0625,0.0001171875,0.125,0.001875,-1017.5826055888256
2,0.25,1,0.0625,0.000234375,0.25,0.00375,-810.7695743785008
2,0.25,1,0.0625,0.00046875,0.5,0.0075,-482.5297027957407
2,0.25,1,0.0625,0.0009375,1.0,0.015,-141.02663984421827
2,0.25,1,0.125,7.32421875e-06,0.00390625,5.859375e-05,-726.5397316982649
2,0.25,1,0.125,1.46484375e-05,0.0078125,0.0001171875,-884.0782635158686
2,0.25,1,0.125,2.9296875e-05,0.015625,0.000234375,-1010.1320604145968
2,0.25,1,0.125,5.859375e-05,0.03125,0.00046875,-1086.0741986841194
2,0.25,1,0.125,0.0001171875,0.0625,0.0009375,-1112.4949078253549
2,0.25,1,0.125,0.000234375,0.125,0.001875,-1046.600233230011
2,0.25,1,0.125,0.00046875,0.25,0.00375,-848.4130421027171
2,0.25,1,0.125,0.0009375,0.5,0.0075,-547.3881648655426
2,0.25,1,0.125,0.001875,1.0,0.015,-254.79931206837276
2,0.25,1,0.25,1.46484375e-05,0.00390625,5.859375e-05,-755.4217448982661
